Outlet,Receipt Number,Date,Time,Category,Brand,Items,Variant,SKU,Quantity,Modifier Applied,Discount Applied,Gross Sales,Discounts,Refunds,Net Sales,Gratuity,Tax,Sales Type,Collected By,Served By,Customer,Payment Method,Event Type,Reason of Refund
KM02 Coffee And Workingspace,1O5NC6,21-06-2023,19:12:16,Drink_Coffee,Unbranded,Moccacino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC6,21-06-2023,19:12:16,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC6,21-06-2023,19:12:16,Drink_Non Coffee,Unbranded,Red Velvet Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Food_Snack Salty,Unbranded,Potatoe Wedges,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Food_Toast,Unbranded,Nutela Oreo Toast,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Drink_Coffee,Unbranded,Pandan Coffee Milk/Hot,,,1,,,22000,0,0,22000,1100.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC5,21-06-2023,19:01:50,Uncategorized,Unbranded,Custom Amount,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC4,21-06-2023,18:18:40,Drink_Tea Series,Unbranded,Lemongrass Tea,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC3,21-06-2023,17:56:19,Drink_Moctail,Unbranded,Sweet Evening,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC2,21-06-2023,17:08:10,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC2,21-06-2023,17:08:10,New Menu September,Unbranded,Beed Blackpapper Fried Rice,,,1,,,45000,0,0,45000,2250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC2,21-06-2023,17:08:10,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC2,21-06-2023,17:08:10,Drink_Non Coffee,Unbranded,Chocolate Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NC1,21-06-2023,17:07:22,Food_Snack Salty,Unbranded,Potatoe Wedges,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC1,21-06-2023,17:07:22,Food_Rice Bowl,Unbranded,Ayam Strips BBQ,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC1,21-06-2023,17:07:22,Food_Snack Salty,Unbranded,Lunpia mini KM02,,,1,,,22500,0,0,22500,1125.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC1,21-06-2023,17:07:22,Drink_Milkshake,Unbranded,Nutella Milkshake,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC0,21-06-2023,8:11:10,Food_Ramen & Noodles,Unbranded,Indomie Rebus KM02,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NC0,21-06-2023,8:11:10,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBZ,20-06-2023,23:45:30,Drink_Tea Pot,Unbranded,Origina Tea Pot,,,1,,,40000,0,0,40000,2000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBZ,20-06-2023,23:45:30,Food_Snack Salty,Unbranded,Crispy Chicken Skins,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBZ,20-06-2023,23:45:30,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,Uncategorized,Unbranded,Custom Amount,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,New Menu_Food,Unbranded,Mushroom Soup,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,New Menu_Drink,Unbranded,Hot Wedang,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,Food_Nusantara,Unbranded,Ayam Goreng KM02,,,1,,,55000,0,0,55000,2750.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,Food_Should Try,Unbranded,Mix Platter,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,New Menu September,Unbranded,Bakso Malang KM02,,,1,,,38000,0,0,38000,1900.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBY,20-06-2023,23:44:37,Drink_Tea Series,Unbranded,Regular Tea Hot,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBX,20-06-2023,23:09:23,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBX,20-06-2023,23:09:23,Drink_Non Coffee,Unbranded,Chocolate Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBW,20-06-2023,22:40:05,Drink_Non Coffee,Unbranded,Greentea Latte Hot,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBW,20-06-2023,22:40:05,Food_Snack Salty,Unbranded,Jamur Crispy,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBW,20-06-2023,22:40:05,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Drink_Tea Series,Unbranded,Thai Tea Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Drink_Squash Series,Unbranded,Orange Squash,,,2,,,50000,0,0,50000,2500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Drink_Squash Series,Unbranded,Strawberry Squash,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,2,,,54000,0,0,54000,2700.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBV,20-06-2023,21:47:53,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBU,20-06-2023,21:36:33,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBU,20-06-2023,21:36:33,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBU,20-06-2023,21:36:33,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBT,20-06-2023,21:24:51,Food_Toast,Unbranded,Chicken Barbeque Toast,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",28000,8400,0,19600,980.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBS,20-06-2023,20:50:27,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Food_Nusantara,Unbranded,Beef Lado Ijo Fried Rice,,,1,,,45000,0,0,45000,2250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Others_UMKM,Unbranded,Kerupuk udang/ gendar,,,2,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Non Coffee,Unbranded,Special Chocolate Hot,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,New Menu September,Unbranded,Nasi Campur Empal,,,1,,,45000,0,0,45000,2250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Coffee,Unbranded,Cappucino Ice,,,2,,,50000,0,0,50000,2500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Food_Nusantara,Unbranded,Bebek Goreng KM.02,,,2,,,95000,0,0,95000,4750.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Manual Brew,Unbranded,Vietnam Drip,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Drink_Manual Brew,Unbranded,Tubruk,,18000.0,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBR,20-06-2023,20:15:07,Food_Snack Salty,Unbranded,Lunpia mini KM02,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBQ,20-06-2023,19:25:27,New Menu_Drink,Unbranded,Praline Ice Coffee,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBQ,20-06-2023,19:25:27,Drink_Non Coffee,Unbranded,Red Velvet Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBP,20-06-2023,19:21:30,Food_Should Try,Unbranded,Mix Platter,,,1,,,33000,0,0,33000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBP,20-06-2023,19:21:30,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,30000,0,0,30000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBP,20-06-2023,19:21:30,Food_Rice Bowl,Unbranded,Ayam Lada Hitam,,,1,,,31000,0,0,31000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBP,20-06-2023,19:21:30,Food_Snack Salty,Unbranded,Jamur Crispy,,,1,,,22000,0,0,22000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBO,20-06-2023,19:19:50,Food_Should Try,Unbranded,Chicken Parmigiana,,,1,,,55000,0,0,55000,2750.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBO,20-06-2023,19:19:50,Food_Rice Bowl,Unbranded,Ayam Lada Hitam,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBO,20-06-2023,19:19:50,Food_Spagetti,Unbranded,Bolognaise,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBO,20-06-2023,19:19:50,Drink_Squash Series,Unbranded,Lychee Squash,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBO,20-06-2023,19:19:50,New Menu September,Unbranded,Mango Milkshake,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBN,20-06-2023,19:12:06,Drink_Coffee,Unbranded,Latte Caramel Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBM,20-06-2023,19:03:46,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBM,20-06-2023,19:03:46,Drink_Tea Series,Unbranded,Lemon Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBM,20-06-2023,19:03:46,Drink_Squash Series,Unbranded,Orange Squash,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBM,20-06-2023,19:03:46,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBL,20-06-2023,18:45:20,Food_Rice Bowl,Unbranded,Cheesezy Chicken Rice Bowl,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBL,20-06-2023,18:45:20,Food_Nusantara,Unbranded,Chicken Fried Rice,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBL,20-06-2023,18:45:20,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBL,20-06-2023,18:45:20,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBL,20-06-2023,18:45:20,Drink_Tea Series,Unbranded,Lemon Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NBK,20-06-2023,18:37:23,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBJ,20-06-2023,17:53:31,Drink_Moctail,Unbranded,Midnight Sunshine,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBI,20-06-2023,17:24:24,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Drink_Ginger,Unbranded,Ginger Hotr,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Drink_Squash Series,Unbranded,Lychee Squash,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,New Menu September,Unbranded,Nasi Campur Ayam Geprek,,,1,,,45000,0,0,45000,2250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,2,,,45000,0,0,45000,2250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBH,20-06-2023,17:16:38,Drink_Coffee,Unbranded,Salted Caramel Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Drink_Tea Series,Unbranded,Regular Tea Ice,,,2,,,36000,0,0,36000,1800.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Food_Snack Salty,Unbranded,Jamur Crispy,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Uncategorized,Unbranded,Custom Amount,,,2,,,60000,0,0,60000,3000.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Uncategorized,Unbranded,Custom Amount,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBG,20-06-2023,17:14:42,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NBF,20-06-2023,17:11:48,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBE,20-06-2023,10:03:34,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,31000,0,0,31000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBE,20-06-2023,10:03:34,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,22000,0,0,22000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Food_Should Try,Unbranded,Mix Platter,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Moctail,Unbranded,Orange Yakult,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Moctail,Unbranded,Lemon Yakult,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Food_Snack Salty,Unbranded,Chicken Wings Original,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Non Coffee,Unbranded,Avochoco,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Moctail,Unbranded,Midnight Sunshine,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Moctail,Unbranded,Strawberry Yakult,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Food_Rice Bowl,Unbranded,Ayam Strips BBQ,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Others,Unbranded,Mineral,,,2,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBD,19-06-2023,23:41:25,Drink_Non Coffee,Unbranded,Red Velvet Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBC,19-06-2023,20:46:16,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,2,,,44000,0,0,44000,2200.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBC,19-06-2023,20:46:16,Food_Spagetti,Unbranded,Carbonara,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBC,19-06-2023,20:46:16,Food_Snack Salty,Unbranded,Chicken Wings Original,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBC,19-06-2023,20:46:16,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBB,19-06-2023,20:20:34,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBB,19-06-2023,20:20:34,Food_Toast,Unbranded,Choco Cheese Toast,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBB,19-06-2023,20:20:34,Drink_Moctail,Unbranded,Mango Yakult,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBB,19-06-2023,20:20:34,Drink_Squash Series,Unbranded,Mango Squash,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NBA,19-06-2023,20:02:23,Food_Should Try,Unbranded,Mix Platter,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NBA,19-06-2023,20:02:23,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB9,19-06-2023,19:55:29,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB9,19-06-2023,19:55:29,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB9,19-06-2023,19:55:29,Drink_Non Coffee,Unbranded,Chocolate Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB8,19-06-2023,19:43:55,Drink_Coffee,Unbranded,Avocoffe,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB7,19-06-2023,19:37:02,Drink_Milkshake,Unbranded,Nutella Milkshake,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB7,19-06-2023,19:37:02,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB7,19-06-2023,19:37:02,New Menu_Drink,Unbranded,Hot Wedang,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB7,19-06-2023,19:37:02,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NB6,19-06-2023,19:30:07,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,2,,,54000,0,0,54000,2700.0,0,RushHours,Kasir 03,,,Cash,Payment,
