Outlet,Receipt Number,Date,Time,Category,Brand,Items,Variant,SKU,Quantity,Modifier Applied,Discount Applied,Gross Sales,Discounts,Refunds,Net Sales,Gratuity,Tax,Sales Type,Collected By,Served By,Customer,Payment Method,Event Type,Reason of Refund
KM02 Coffee And Workingspace,1O5NJH,30-06-2023,22:31:21,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJH,30-06-2023,22:31:21,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJH,30-06-2023,22:31:21,Food_Fried Rice,Unbranded,Chicken Fried Rice,,,1,,,35000,0,0,35000,1750.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJH,30-06-2023,22:31:21,Food_Soup,Unbranded,Mushroom Soup,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJH,30-06-2023,22:31:21,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJG,30-06-2023,21:21:28,Drink_Coffee,Unbranded,Latte Caramel Hot,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJG,30-06-2023,21:21:28,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJF,30-06-2023,21:20:03,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJF,30-06-2023,21:20:03,Drink_Non Coffee,Unbranded,Chocolate Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJE,30-06-2023,21:18:38,Drink_Coffee,Unbranded,Moccacino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJE,30-06-2023,21:18:38,Drink_Non Coffee,Unbranded,Avochoco,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJD,30-06-2023,21:11:17,Drink_Manual Brew,Unbranded,Tubruk,,18000.0,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJD,30-06-2023,21:11:17,Drink_Coffee,Unbranded,Salted Caramel Latte Hot,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJC,30-06-2023,20:45:22,Food_Snack Salty,Unbranded,Fried Meatball Dumpling,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Mandiri,Payment,
KM02 Coffee And Workingspace,1O5NJC,30-06-2023,20:45:22,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Mandiri,Payment,
KM02 Coffee And Workingspace,1O5NJC,30-06-2023,20:45:22,Drink_Non Coffee,Unbranded,Special Chocolate Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Mandiri,Payment,
KM02 Coffee And Workingspace,1O5NJB,30-06-2023,20:11:39,Drink_Non Coffee,Unbranded,Banana Brulle,,,1,,Discount,25000,5000,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJB,30-06-2023,20:11:39,Food_Snack Salty,Unbranded,Crispy Chicken Skins,,,1,,Discount,20000,4000,0,16000,800.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJB,30-06-2023,20:11:39,Drink_Squash Series,Unbranded,Happy Soda,,,1,,Discount,30000,6000,0,24000,1200.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJA,30-06-2023,20:07:25,Drink_Coffee,Unbranded,Moccacino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Food_Snack Sweet,Unbranded,Choco Cheese Banana,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Food_Salad,Unbranded,Chicken Salad,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Drink_Milkshake,Unbranded,Nutella Milkshake,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Drink_Tea Series,Unbranded,Lemongrass Tea,,,1,,,23000,0,0,23000,1150.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Drink_Coffee,Unbranded,Latte Caramel Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ9,30-06-2023,20:04:49,Food_Rice Bowl,Unbranded,Cheesezy Chicken Rice Bowl,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ8,30-06-2023,19:19:56,Food_Spagetti,Unbranded,Carbonara,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ8,30-06-2023,19:19:56,Drink_Coffee,Unbranded,Latte Vanilla Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ8,30-06-2023,19:19:56,Drink_Squash Series,Unbranded,Lychee Squash,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ8,30-06-2023,19:19:56,Food_Should Try,Unbranded,Mix Platter,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ7,30-06-2023,18:50:03,Drink_Coffee,Unbranded,Salted Caramel Latte Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NJ6,30-06-2023,18:33:14,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,BRI,Payment,
KM02 Coffee And Workingspace,1O5NJ5,30-06-2023,18:31:50,Drink_Coffee,Unbranded,Latte Hazelnut Hot,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ4,30-06-2023,18:15:56,Food_Should Try,Unbranded,150g Beef Tenderloin Steak,,,1,,,97500,0,0,97500,4875.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ4,30-06-2023,18:15:56,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ4,30-06-2023,18:15:56,Food_Snack Sweet,Unbranded,Flying Banana,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ3,30-06-2023,18:14:16,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ3,30-06-2023,18:14:16,Drink_Coffee,Unbranded,Salted Caramel Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ3,30-06-2023,18:14:16,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ3,30-06-2023,18:14:16,Drink_Non Coffee,Unbranded,Special Chocolate Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ3,30-06-2023,18:14:16,Food_Snack Salty,Unbranded,Tahu Isi,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ2,30-06-2023,17:40:08,Food_Snack Salty,Unbranded,Jamur Crispy,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ2,30-06-2023,17:40:08,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ2,30-06-2023,17:40:08,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ2,30-06-2023,17:40:08,Drink_Coffee,Unbranded,Latte Caramel Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ1,30-06-2023,16:55:16,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ0,30-06-2023,16:12:10,Drink_Squash Series,Unbranded,Strawberry Squash,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NJ0,30-06-2023,16:12:10,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIZ,30-06-2023,15:53:57,Food_Fried Rice,Unbranded,Nasi Goreng Cumi Hitam,,,1,,,38000,0,0,38000,1900.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIZ,30-06-2023,15:53:57,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIY,30-06-2023,15:40:10,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIX,30-06-2023,14:57:33,Food_Snack Salty,Unbranded,Fried Meatball Dumpling,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIX,30-06-2023,14:57:33,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIX,30-06-2023,14:57:33,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Drink_Non Coffee,Unbranded,Chocolate Hot,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Food_Snack Salty,Unbranded,Buffalo Chicken Wing,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Food_Snack Sweet,Unbranded,Flying Banana,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Uncategorized,Unbranded,Custom Amount,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Drink_Coffee,Unbranded,Moccacino Hot,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIW,30-06-2023,14:28:36,Food_Snack Salty,Unbranded,Crispy Chicken Skins,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIV,30-06-2023,13:26:46,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIV,30-06-2023,13:26:46,Food_Rice Bowl,Unbranded,Ayam Cabe Garam,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIU,30-06-2023,13:15:43,Food_Should Try,Unbranded,Paket Burger,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIT,30-06-2023,12:06:03,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIS,29-06-2023,23:13:03,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",25000,7500,0,17500,875.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIS,29-06-2023,23:13:03,Food_Snack Salty,Unbranded,Kentang Goreng,,,2,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",44000,13200,0,30800,1540.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIR,29-06-2023,22:36:45,Drink_Coffee,Unbranded,Latte Vanilla Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIQ,29-06-2023,22:23:02,Uncategorized,Unbranded,Custom Amount,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIQ,29-06-2023,22:23:02,Drink_Non Coffee,Unbranded,Red Velvet Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIP,29-06-2023,21:37:26,Food_Spagetti,Unbranded,Bolognaise,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIP,29-06-2023,21:37:26,Drink_Manual Brew,Unbranded,Tubruk,,18000.0,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIP,29-06-2023,21:37:26,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIO,29-06-2023,21:20:26,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIO,29-06-2023,21:20:26,Drink_Milkshake,Unbranded,Strawberry Milkshake,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIN,29-06-2023,20:30:10,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIM,29-06-2023,19:24:07,Food_Snack Salty,Unbranded,Risol Mayo ( 2 Pcs),,,1,,,17500,0,0,17500,875.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIM,29-06-2023,19:24:07,Food_Soup,Unbranded,Mushroom Soup,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Food_Should Try,Unbranded,Chicken Parmigiana,,,1,,,55000,0,0,55000,2750.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Drink_Tea Pot,Unbranded,Chamomile Tea Pot,,,1,,,40000,0,0,40000,2000.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Food_Spagetti,Unbranded,Carbonara,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Food_Rice Bowl,Unbranded,Oyokadon,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Food_Rice Bowl,Unbranded,Crispy Chicken Curry,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIL,29-06-2023,19:01:49,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIK,29-06-2023,18:31:06,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIK,29-06-2023,18:31:06,Drink_Coffee,Unbranded,Cafe Latte Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIK,29-06-2023,18:31:06,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIJ,29-06-2023,18:30:06,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",28000,8400,0,19600,980.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NII,29-06-2023,17:16:09,Drink_Non Coffee,Unbranded,Special Chocolate Ice,,,2,,,54000,0,0,54000,2700.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NII,29-06-2023,17:16:09,Food_Snack Salty,Unbranded,Lunpia mini KM02,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIH,29-06-2023,16:21:21,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIG,29-06-2023,15:16:16,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIF,29-06-2023,15:12:15,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIE,29-06-2023,15:11:23,Drink_Coffee,Unbranded,Pandan Coffee Milk/Hot,,,1,,,22000,0,0,22000,1100.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIE,29-06-2023,15:11:23,Food_Rice Bowl,Unbranded,Beef Ricebowl,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NID,28-06-2023,22:04:27,Drink_Signature Series,Unbranded,Cappucino Smootie,,,2,,,70000,0,0,70000,3500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NID,28-06-2023,22:04:27,Food_Snack Salty,Unbranded,Creamy White Sauce Wedges,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NIC,28-06-2023,20:45:10,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIC,28-06-2023,20:45:10,Food_Should Try,Unbranded,Paket Burger,,,1,,,35000,0,0,35000,1750.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIC,28-06-2023,20:45:10,Drink_Others,Unbranded,Mineral,,,2,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIC,28-06-2023,20:45:10,Food_Soup,Unbranded,Chicken Soup,,,1,,,28000,0,0,28000,1400.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Food_Snack Salty,Unbranded,Kentang Goreng,,,2,,,44000,0,0,44000,2200.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Food_Snack Salty,Unbranded,Jamur Crispy,,,2,,,40000,0,0,40000,2000.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Food_Fried Rice,Unbranded,Chicken Fried Rice,,,2,,,70000,0,0,70000,3500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Baileys Coffee,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Food_Fried Rice,Unbranded,Chicken Fried Rice,,,3,,,105000,0,0,105000,5250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Others,Unbranded,Mineral,,,2,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Latte Vanilla Ice,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Food_Fried Rice,Unbranded,Nasi Goreng Cumi Hitam,,,1,,,40000,0,0,40000,2000.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIB,28-06-2023,20:39:53,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5NIA,28-06-2023,20:37:00,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NIA,28-06-2023,20:37:00,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Food_Fried Rice,Unbranded,Chicken Fried Rice,,,1,,,35000,0,0,35000,1750.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Food_Nusantara,Unbranded,Bakso Malang KM02,,,1,,,38000,0,0,38000,1900.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Food_Spagetti,Unbranded,Bolognaise,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI9,28-06-2023,20:19:16,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI8,28-06-2023,19:49:31,Food_Rice Bowl,Unbranded,Beef Ricebowl,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI8,28-06-2023,19:49:31,Drink_Squash Series,Unbranded,Red Blue Ocean,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI8,28-06-2023,19:49:31,Food_Rice Bowl,Unbranded,Ayam Strips BBQ,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI8,28-06-2023,19:49:31,Drink_Coffee,Unbranded,Moccacino Hot,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5NI8,28-06-2023,19:49:31,Drink_Moctail,Unbranded,Lychee Yakult,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
